State,County,Latitude,Longitude
AZ,Coconino,35.829692,-111.773728
AZ,Gila,33.789618,-110.81187
AZ,Graham,32.931828,-109.87831
AZ,Greenlee,33.238872,-109.242323
AZ,La Paz,33.727625,-114.038793
AZ,Maricopa,33.346541,-112.495534
AZ,Mohave,35.717705,-113.749689
AZ,Navajo,35.390934,-110.320908
AZ,Pima,32.128237,-111.783018
AZ,Pinal,32.91891,-111.367257
AZ,Santa Cruz,31.525904,-110.84519
AZ,Yavapai,34.630044,-112.573745
AZ,Yuma,32.773942,-113.910905
AR,Arkansas,34.289574,-91.376547
AR,Ashley,33.190835,-91.772267
AR,Baxter,36.28071,-92.330438
AR,Benton,36.337825,-94.256187
AR,Boone,36.304308,-93.079204
AR,Bradley,33.463819,-92.168164
AR,Calhoun,33.56046,-92.513879
AR,Carroll,36.337774,-93.541663
AR,Chicot,33.267139,-91.297158
AR,Clark,34.053312,-93.176205
AR,Clay,36.367302,-90.418704
AR,Cleburne,35.566288,-92.059974
AR,Cleveland,33.893201,-92.188714
AR,Columbia,33.21507,-93.226901
AR,Conway,35.265702,-92.689248
AR,Craighead,35.828268,-90.630411
AR,Crawford,35.583041,-94.236224
AR,Crittenden,35.211878,-90.315331
AR,Cross,35.291259,-90.773894
AR,Dallas,33.967823,-92.653999
AR,Desha,33.828748,-91.244427
AR,Drew,33.587242,-91.722778
AR,Faulkner,35.146356,-92.324654
AR,Franklin,35.508573,-93.887672
AR,Fulton,36.383443,-91.819239
AR,Garland,34.578861,-93.146915
AR,Grant,34.288063,-92.423984
AR,Greene,36.119922,-90.565241
AR,Hempstead,33.728611,-93.665809
AR,Hot Spring,34.315177,-92.944147
AR,Howard,34.083179,-93.990988
AR,Independence,35.737499,-91.559942
AR,Izard,36.094879,-91.913625
AR,Jackson,35.596605,-91.223178
AR,Jefferson,34.277696,-91.930701
AR,Johnson,35.573359,-93.466322
AR,Lafayette,33.24066,-93.611643
AR,Lawrence,36.041098,-91.101153
AR,Lee,34.77975,-90.779288
AR,Lincoln,33.957665,-91.727624
AR,Little River,33.699497,-94.229774
AR,Logan,35.21855,-93.720563
AR,Lonoke,34.755114,-91.894132
AR,Madison,36.012545,-93.724053
AR,Marion,36.266656,-92.678588
AR,Miller,33.305505,-93.901509
AR,Mississippi,35.766943,-90.052209
AR,Monroe,34.679513,-91.203314
AR,Montgomery,34.545652,-93.664147
AR,Nevada,33.666699,-93.305072
AR,Newton,35.910063,-93.215084
AR,Ouachita,33.591158,-92.878418
AR,Perry,34.946363,-92.926877
AR,Phillips,34.425842,-90.848386
AR,Pike,34.158191,-93.658659
AR,Poinsett,35.568981,-90.680595
AR,Polk,34.490915,-94.230884
AR,Pope,35.455297,-93.031535
AR,Prairie,34.828225,-91.5572
AR,Pulaski,34.773988,-92.316515
AR,Randolph,36.341299,-91.028441
AR,St. Francis,35.014438,-90.742199
AR,Saline,34.648525,-92.674463
AR,Scott,34.858869,-94.063641
AR,Searcy,35.90966,-92.699351
AR,Sebastian,35.196981,-94.274989
AR,Sevier,33.994608,-94.24329
AR,Sharp,36.173399,-91.471069
AR,Stone,35.856989,-92.140494
AR,Union,33.168219,-92.598145
AR,Van Buren,35.582959,-92.515977
AR,Washington,35.971209,-94.218417
AR,White,35.254722,-91.753158
AR,Woodruff,35.189071,-91.244418
AR,Yell,34.997713,-93.408303
CA,Alameda,37.648081,-121.913304
CA,Alpine,38.61761,-119.798999
CA,Amador,38.44355,-120.653856
CA,Butte,39.665959,-121.601919
CA,Calaveras,38.187844,-120.555115
CA,Colusa,39.177739,-122.237563
CA,Contra Costa,37.919479,-121.951543
CA,Del Norte,41.749903,-123.980998
CA,El Dorado,38.785532,-120.534398
CA,Fresno,36.761006,-119.655019
CA,Glenn,39.602546,-122.4017
CA,Humboldt,40.706673,-123.925818
CA,Imperial,33.040816,-115.355395
CA,Inyo,36.561977,-117.403927
CA,Kern,35.346629,-118.729506
CA,Kings,36.072478,-119.81553
CA,Lake,39.094802,-122.746757
CA,Lassen,40.721089,-120.629931
CA,Los Angeles,34.196398,-118.261862
CA,Madera,37.210039,-119.749852
CA,Marin,38.051817,-122.745974
CA,Mariposa,37.570034,-119.91286
CA,Mendocino,39.432388,-123.442881
CA,Merced,37.194806,-120.722802
CA,Modoc,41.592919,-120.71837
CA,Mono,37.915836,-118.875167
CA,Monterey,36.240107,-121.315573
CA,Napa,38.507351,-122.325995
CA,Nevada,39.295191,-120.773446
CA,Orange,33.675687,-117.777207
CA,Placer,39.062032,-120.722718
CA,Plumas,39.99517,-120.829516
CA,Riverside,33.729828,-116.002239
CA,Sacramento,38.450011,-121.340441
CA,San Benito,36.610702,-121.085296
CA,San Bernardino,34.85722,-116.181197
CA,San Diego,33.023604,-116.776117
CA,San Francisco,37.727239,-123.032229
CA,San Joaquin,37.935034,-121.272237
CA,San Luis Obispo,35.385227,-120.44754
CA,San Mateo,37.414664,-122.371542
CA,Santa Barbara,34.537378,-120.038485
CA,Santa Clara,37.220777,-121.690622
CA,Santa Cruz,37.012488,-122.007205
CA,Shasta,40.760522,-122.04355
CA,Sierra,39.576925,-120.521993
CA,Siskiyou,41.587986,-122.533287
CA,Solano,38.267226,-121.939594
CA,Sonoma,38.532574,-122.945194
CA,Stanislaus,37.562384,-121.002656
CA,Sutter,39.035257,-121.702758
CA,Tehama,40.126156,-122.232276
CA,Trinity,40.647724,-123.114404
CA,Tulare,36.230453,-118.780542
CA,Tuolumne,38.021451,-119.964708
CA,Ventura,34.358742,-119.133143
CA,Yolo,38.679268,-121.903178
CA,Yuba,39.270026,-121.34428
CO,Adams,39.874325,-104.331872
CO,Alamosa,37.568442,-105.788041
CO,Arapahoe,39.644632,-104.331733
CO,Archuleta,37.202395,-107.050863
CO,Baca,37.303144,-102.535457
CO,Bent,37.931891,-103.077584
CO,Boulder,40.094826,-105.398382
CO,Broomfield,39.953383,-105.052125
CO,Chaffee,38.738246,-106.316972
CO,Cheyenne,38.835387,-102.604585
CO,Clear Creek,39.689403,-105.670791
CO,Conejos,37.213407,-106.176447
CO,Costilla,37.277547,-105.42894
CO,Crowley,38.321956,-103.787562
CO,Custer,38.101994,-105.373515
CO,Delta,38.861756,-107.864757
CO,Denver,39.761849,-104.880625
CO,Dolores,37.747602,-108.530383
CO,Douglas,39.326435,-104.926199
CO,Eagle,39.630638,-106.692944
CO,Elbert,39.310817,-104.117928
CO,El Paso,38.827383,-104.527472
CO,Fremont,38.455658,-105.421438
CO,Garfield,39.599352,-107.90978
CO,Gilpin,39.861082,-105.528947
CO,Grand,40.123289,-106.095876
CO,Gunnison,38.669679,-107.078108
CO,Hinsdale,37.811625,-107.383405
CO,Huerfano,37.687815,-104.959928
CO,Jackson,40.663432,-106.329248
CO,Jefferson,39.58646,-105.245601
CO,Kiowa,38.388466,-102.75621
CO,Kit Carson,39.30534,-102.603023
CO,Lake,39.204316,-106.349696
CO,La Plata,37.287367,-107.839718
CO,Larimer,40.663091,-105.482131
CO,Las Animas,37.318831,-104.04411
CO,Lincoln,38.99374,-103.507555
CO,Logan,40.728091,-103.090464
CO,Mesa,39.019492,-108.461837
CO,Mineral,37.651478,-106.9323
CO,Moffat,40.573984,-108.204521
CO,Montezuma,37.338025,-108.595786
CO,Montrose,38.413427,-108.263042
CO,Morgan,40.262354,-103.807092
CO,Otero,37.88417,-103.72126
CO,Ouray,38.1506,-107.767133
CO,Park,39.118914,-105.717648
CO,Phillips,40.594712,-102.345105
CO,Pitkin,39.217533,-106.915943
CO,Prowers,37.958181,-102.392161
CO,Pueblo,38.170658,-104.489893
CO,Rio Blanco,39.972606,-108.200685
CO,Rio Grande,37.485763,-106.453214
CO,Routt,40.48316,-106.985289
CO,Saguache,38.033952,-106.246675
CO,San Juan,37.781075,-107.670257
CO,San Miguel,38.009374,-108.427326
CO,Sedgwick,40.871568,-102.355358
CO,Summit,39.621023,-106.137555
CO,Teller,38.871994,-105.182552
CO,Washington,39.965413,-103.209605
CO,Weld,40.555794,-104.383649
CO,Yuma,40.000631,-102.422649
CT,Fairfield [6],41.228103,-73.366757
CT,Hartford [6],41.806053,-72.732916
CT,Litchfield [6],41.791897,-73.235428
CT,Middlesex [6],41.434525,-72.524227
CT,New Haven [6],41.349717,-72.900204
CT,New London [6],41.47863,-72.103452
CT,Tolland [6],41.858076,-72.340977
CT,Windham [6],41.824999,-71.990702
DE,Kent,39.097088,-75.502982
DE,New Castle,39.575915,-75.644132
DE,Sussex,38.677511,-75.335495
DC,District of Columbia [7],38.904149,-77.017094
FL,Alachua,29.67574,-82.357221
FL,Baker,30.324442,-82.302284
FL,Bay,30.237563,-85.631348
FL,Bradford,29.946934,-82.166796
FL,Brevard,28.298276,-80.700384
FL,Broward,26.19352,-80.476658
FL,Calhoun,30.388801,-85.197916
FL,Charlotte,26.868826,-81.940858
FL,Citrus,28.843628,-82.524796
FL,Clay,29.987116,-81.858147
FL,Collier,26.118713,-81.400884
FL,Columbia,30.221305,-82.623127
FL,DeSoto,27.190581,-81.806253
FL,Dixie,29.580899,-83.195666
FL,Duval,30.335245,-81.648113
FL,Escambia,30.611664,-87.33904
FL,Flagler,29.474894,-81.286362
FL,Franklin,29.810176,-84.799174
FL,Gadsden,30.57917,-84.612783
FL,Gilchrist,29.723456,-82.795801
FL,Glades,26.95481,-81.19082
FL,Gulf,29.907257,-85.256537
FL,Hamilton,30.491102,-82.951049
FL,Hardee,27.492846,-81.82158
FL,Hendry,26.53934,-81.151584
FL,Hernando,28.567911,-82.464835
FL,Highlands,27.342627,-81.340921
FL,Hillsborough,27.90659,-82.349568
FL,Holmes,30.866222,-85.812959
FL,Indian River,27.700638,-80.574803
FL,Jackson,30.787812,-85.210374
FL,Jefferson,30.424558,-83.890859
FL,Lafayette,29.990066,-83.17851
FL,Lake,28.764113,-81.712282
FL,Lee,26.552134,-81.89225
FL,Leon,30.45931,-84.2778
FL,Levy,29.284409,-82.783483
FL,Liberty,30.259849,-84.868581
FL,Madison,30.447228,-83.470437
FL,Manatee,27.481386,-82.365784
FL,Marion,29.202805,-82.0431
FL,Martin,27.079954,-80.398211
FL,Miami-Dade,25.610494,-80.499045
FL,Monroe,25.601043,-81.206777
FL,Nassau,30.605926,-81.764929
FL,Okaloosa,30.665858,-86.594194
FL,Okeechobee,27.385592,-80.887388
FL,Orange,28.514435,-81.323295
FL,Osceola,28.059027,-81.139312
FL,Palm Beach,26.645763,-80.448673
FL,Pasco,28.302024,-82.455707
FL,Pinellas,27.903122,-82.739518
FL,Polk,27.953115,-81.692783
FL,Putnam,29.606006,-81.740894
FL,St. Johns,29.890593,-81.383914
FL,St. Lucie,27.380775,-80.443364
FL,Santa Rosa,30.703633,-87.014255
FL,Sarasota,27.184386,-82.365835
FL,Seminole,28.690079,-81.13198
FL,Sumter,28.714294,-82.074715
FL,Suwannee,30.189244,-82.992754
FL,Taylor,30.016943,-83.616417
FL,Union,30.05428,-82.366918
FL,Volusia,29.057617,-81.161813
FL,Wakulla,30.140378,-84.375136
FL,Walton,30.631211,-86.176614
FL,Washington,30.602217,-85.662797
GA,Appling,31.739712,-82.290103
GA,Atkinson,31.300562,-82.883614
GA,Bacon,31.563327,-82.387859
GA,Baker,31.319622,-84.454857
GA,Baldwin,33.059532,-83.255362
GA,Banks,34.351922,-83.498441
GA,Barrow,33.992009,-83.712303
GA,Bartow,34.240918,-84.838188
GA,Ben Hill,31.740776,-83.14719
GA,Berrien,31.274308,-83.231906
GA,Bibb,32.808844,-83.694193
GA,Bleckley,32.435403,-83.331717
GA,Brantley,31.197334,-81.982978
GA,Brooks,30.833696,-83.588971
GA,Bryan,32.017969,-81.438543
GA,Bulloch,32.393408,-81.74381
GA,Burke,33.063737,-82.00389
GA,Butts,33.290355,-83.958221
GA,Calhoun,31.521279,-84.62629
GA,Camden,30.916358,-81.636516
GA,Candler,32.403986,-82.071446
GA,Carroll,33.582237,-85.080527
GA,Catoosa,34.899393,-85.137353
GA,Charlton,30.779904,-82.139644
GA,Chatham,31.974756,-81.091768
GA,Chattahoochee,32.347445,-84.788021
GA,Chattooga,34.474179,-85.345289
GA,Cherokee,34.244317,-84.475057
GA,Clarke,33.952234,-83.36713
GA,Clay,31.619831,-84.992583
GA,Clayton,33.552242,-84.412977
GA,Clinch,30.917653,-82.702614
GA,Cobb,33.93994,-84.574166
GA,Coffee,31.549245,-82.844938
GA,Colquitt,31.189758,-83.769741
GA,Columbia,33.550556,-82.251342
GA,Cook,31.152935,-83.429552
GA,Coweta,33.352897,-84.762138
GA,Crawford,32.709446,-83.979182
GA,Crisp,31.914753,-83.753338
GA,Dade,34.852424,-85.506201
GA,Dawson,34.442842,-84.173284
GA,Decatur,30.877961,-84.577744
GA,DeKalb,33.770661,-84.226343
GA,Dodge,32.160656,-83.156818
GA,Dooly,32.151995,-83.807167
GA,Dougherty,31.535068,-84.214444
GA,Douglas,33.699317,-84.765944
GA,Early,31.324191,-84.906723
GA,Echols,30.7085,-82.836132
GA,Effingham,32.361711,-81.343337
GA,Elbert,34.115017,-82.842057
GA,Emanuel,32.5911,-82.299763
GA,Evans,32.151902,-81.887618
GA,Fannin,34.863837,-84.319287
GA,Fayette,33.412717,-84.493941
GA,Floyd,34.263677,-85.21373
GA,Forsyth,34.225143,-84.127336
GA,Franklin,34.375155,-83.227291
GA,Fulton,33.790034,-84.468182
GA,Gilmer,34.690541,-84.453984
GA,Glascock,33.227491,-82.606913
GA,Glynn,31.212747,-81.496517
GA,Gordon,34.509667,-84.873862
GA,Grady,30.875863,-84.244772
GA,Greene,33.576836,-83.167103
GA,Gwinnett,33.959101,-84.022938
GA,Habersham,34.635108,-83.526406
GA,Hall,34.317588,-83.818497
GA,Hancock,33.26922,-83.000465
GA,Haralson,33.795165,-85.220062
GA,Harris,32.731549,-84.912432
GA,Hart,34.348733,-82.96329
GA,Heard,33.290968,-85.139594
GA,Henry,33.452881,-84.15444
GA,Houston,32.458381,-83.662856
GA,Irwin,31.604306,-83.277037
GA,Jackson,34.134157,-83.565133
GA,Jasper,33.314905,-83.687892
GA,Jeff Davis,31.811615,-82.636825
GA,Jefferson,33.051874,-82.41905
GA,Jenkins,32.794563,-81.971524
GA,Johnson,32.689831,-82.661354
GA,Jones,33.020226,-83.562339
GA,Lamar,33.07446,-84.146721
GA,Lanier,31.038197,-83.063164
GA,Laurens,32.39322,-82.926317
GA,Lee,31.818419,-84.146681
GA,Liberty,31.807245,-81.457969
GA,Lincoln,33.792151,-82.448299
GA,Long,31.749563,-81.74287
GA,Lowndes,30.83368,-83.268967
GA,Lumpkin,34.568149,-83.998828
GA,McDuffie,33.482464,-82.473188
GA,McIntosh,31.482978,-81.370199
GA,Macon,32.366216,-84.052162
GA,Madison,34.128486,-83.203637
GA,Marion,32.359538,-84.529561
GA,Meriwether,33.03022,-84.663279
GA,Miller,31.162908,-84.730386
GA,Mitchell,31.22894,-84.192407
GA,Monroe,33.017435,-83.922938
GA,Montgomery,32.172108,-82.533349
GA,Morgan,33.593732,-83.492324
GA,Murray,34.797097,-84.73799
GA,Muscogee,32.510197,-84.874946
GA,Newton,33.544046,-83.855189
GA,Oconee,33.834125,-83.437728
GA,Oglethorpe,33.866806,-83.074081
GA,Paulding,33.920903,-84.866979
GA,Peach,32.571324,-83.831978
GA,Pickens,34.456621,-84.490256
GA,Pierce,31.353988,-82.210427
GA,Pike,33.090769,-84.386627
GA,Polk,33.995961,-85.186826
GA,Pulaski,32.238794,-83.481855
GA,Putnam,33.321061,-83.37179
GA,Quitman,31.861487,-85.009317
GA,Rabun,34.883026,-83.404735
GA,Randolph,31.762651,-84.752311
GA,Richmond,33.361487,-82.074998
GA,Rockdale,33.652081,-84.02637
GA,Schley,32.263441,-84.322724
GA,Screven,32.744751,-81.617585
GA,Seminole,30.933894,-84.867592
GA,Spalding,33.262389,-84.286067
GA,Stephens,34.552914,-83.290216
GA,Stewart,32.073225,-84.834912
GA,Sumter,32.042203,-84.204283
GA,Talbot,32.704603,-84.530029
GA,Taliaferro,33.559314,-82.875208
GA,Tattnall,32.043768,-82.059208
GA,Taylor,32.554667,-84.251426
GA,Telfair,31.913639,-82.931062
GA,Terrell,31.777191,-84.439446
GA,Thomas,30.864616,-83.919783
GA,Tift,31.457003,-83.525931
GA,Toombs,32.126698,-82.332071
GA,Towns,34.90265,-83.732158
GA,Treutlen,32.409586,-82.570882
GA,Troup,33.034482,-85.02836
GA,Turner,31.718232,-83.628567
GA,Twiggs,32.665847,-83.425879
GA,Union,34.83377,-83.989573
GA,Upson,32.881837,-84.292281
GA,Walker,34.735827,-85.305385
GA,Walton,33.782649,-83.734215
GA,Ware,31.050881,-82.421507
GA,Warren,33.419169,-82.688012
GA,Washington,32.971848,-82.798112
GA,Wayne,31.547845,-81.912376
GA,Webster,32.046554,-84.553218
GA,Wheeler,32.109276,-82.738701
GA,White,34.643677,-83.743713
GA,Whitfield,34.801726,-84.968541
GA,Wilcox,31.962717,-83.438262
GA,Wilkes,33.77904,-82.747922
GA,Wilkinson,32.804321,-83.175587
GA,Worth,31.551773,-83.84996
HI,Hawaiʻi,19.597764,-155.502443
HI,Honolulu,21.461364,-158.201976
HI,Kalawao [8],21.218764,-156.97401
HI,Kauaʻi,22.012038,-159.705965
HI,Maui,20.855931,-156.60155
ID,Ada,43.447861,-116.244456
ID,Adams,44.884583,-116.431873
ID,Bannock,42.692939,-112.228986
ID,Bear Lake,42.285833,-111.327445
ID,Benewah,47.218451,-116.633541
ID,Bingham,43.216357,-112.399206
ID,Blaine,43.394482,-113.95529
ID,Boise,43.987275,-115.715111
ID,Bonner,48.312512,-116.59694
ID,Bonneville,43.395171,-111.621878
ID,Boundary,48.773065,-116.524619
ID,Butte,43.6851,-113.177627
ID,Camas,43.463396,-114.804427
ID,Canyon,43.623051,-116.708527
ID,Caribou,42.786273,-111.544172
ID,Cassia,42.288635,-113.605498
ID,Clark,44.286251,-112.36112
ID,Clearwater,46.67257,-115.6535
ID,Custer,44.273341,-114.252251
ID,Elmore,43.394826,-115.470751
ID,Franklin,42.173589,-111.822955
ID,Fremont,44.218091,-111.484429
ID,Gem,44.061473,-116.398784
ID,Gooding,42.973185,-114.82142
ID,Idaho,45.849237,-115.467376
ID,Jefferson,43.796965,-112.318588
ID,Jerome,42.691172,-114.263009
ID,Kootenai,47.677113,-116.694918
ID,Latah,46.81892,-116.730974
ID,Lemhi,44.928789,-113.887841
ID,Lewis,46.236328,-116.42376
ID,Lincoln,42.986181,-114.153899
ID,Madison,43.789709,-111.65655
ID,Minidoka,42.856937,-113.64001
ID,Nez Perce,46.333766,-116.760903
ID,Oneida,42.18389,-112.520465
ID,Owyhee,42.593063,-116.142655
ID,Payette,44.00274,-116.748655
ID,Power,42.694126,-112.844407
ID,Shoshone,47.347694,-115.885092
ID,Teton,43.760994,-111.211765
ID,Twin Falls,42.352309,-114.665639
ID,Valley,44.771532,-115.637875
ID,Washington,44.448213,-116.79783
IL,Adams,39.986053,-91.194961
IL,Alexander,37.183683,-89.349506
IL,Bond,38.885924,-89.436592
IL,Boone,42.318983,-88.824295
IL,Brown,39.962069,-90.75031
IL,Bureau,41.401304,-89.528377
IL,Calhoun,39.164262,-90.666295
IL,Carroll,42.059084,-89.926485
IL,Cass,39.969202,-90.245705
IL,Champaign,40.13915,-88.197201
IL,Christian,39.545524,-89.279593
IL,Clark,39.332364,-87.791687
IL,Clay,38.747312,-88.483789
IL,Clinton,38.606423,-89.423136
IL,Coles,39.51368,-88.220782
IL,Cook,41.894294,-87.645455
IL,Crawford,39.00373,-87.757172
IL,Cumberland,39.273121,-88.240619
IL,DeKalb,41.894613,-88.768991
IL,De Witt,40.181499,-88.901853
IL,Douglas,39.766078,-88.222866
IL,DuPage,41.852058,-88.086038
IL,Edgar,39.679037,-87.74711
IL,Edwards,38.417095,-88.047941
IL,Effingham,39.047694,-88.592786
IL,Fayette,39.001125,-89.017923
IL,Ford,40.594423,-88.224746
IL,Franklin,37.991848,-88.926246
IL,Fulton,40.465688,-90.206793
IL,Gallatin,37.768677,-88.227964
IL,Greene,39.355444,-90.387757
IL,Grundy,41.29241,-88.401055
IL,Hamilton,38.085226,-88.539005
IL,Hancock,40.405792,-91.167988
IL,Hardin,37.517852,-88.266148
IL,Henderson,40.815141,-90.93848
IL,Henry,41.350021,-90.130838
IL,Iroquois,40.748867,-87.833601
IL,Jackson,37.786096,-89.381212
IL,Jasper,39.004874,-88.150763
IL,Jefferson,38.30078,-88.92421
IL,Jersey,39.080192,-90.361365
IL,Jo Daviess,42.362391,-90.211471
IL,Johnson,37.460815,-88.882962
IL,Kane,41.939594,-88.42804
IL,Kankakee,41.139494,-87.861125
IL,Kendall,41.58814,-88.430626
IL,Knox,40.930941,-90.213761
IL,Lake,42.326444,-87.436118
IL,La Salle,41.343341,-88.885931
IL,Lawrence,38.718954,-87.730221
IL,Lee,41.747442,-89.299351
IL,Livingston,40.894376,-88.552852
IL,Logan,40.12907,-89.365308
IL,McDonough,40.455789,-90.677579
IL,McHenry,42.324298,-88.452245
IL,McLean,40.494559,-88.844539
IL,Macon,39.860237,-88.961529
IL,Macoupin,39.2659,-89.926344
IL,Madison,38.827082,-89.900195
IL,Marion,38.648396,-88.920221
IL,Marshall,41.031119,-89.342371
IL,Mason,40.236993,-89.913575
IL,Massac,37.216119,-88.705658
IL,Menard,40.022569,-89.794133
IL,Mercer,41.204791,-90.741433
IL,Monroe,38.277983,-90.179078
IL,Montgomery,39.228092,-89.478007
IL,Morgan,39.716806,-90.202277
IL,Moultrie,39.636896,-88.625726
IL,Ogle,42.041884,-89.320176
IL,Peoria,40.785999,-89.767358
IL,Perry,38.084385,-89.368487
IL,Piatt,40.009056,-88.592328
IL,Pike,39.625106,-90.889034
IL,Pope,37.417169,-88.542374
IL,Pulaski,37.215615,-89.127755
IL,Putnam,41.19894,-89.298386
IL,Randolph,38.056515,-89.82121
IL,Richland,38.71155,-88.085698
IL,Rock Island,41.468404,-90.572203
IL,St. Clair,38.470198,-89.928546
IL,Saline,37.751653,-88.545031
IL,Sangamon,39.756378,-89.662311
IL,Schuyler,40.156905,-90.613464
IL,Scott,39.63698,-90.477759
IL,Shelby,39.384926,-88.798862
IL,Stark,41.096908,-89.797411
IL,Stephenson,42.349726,-89.665994
IL,Tazewell,40.508074,-89.51626
IL,Union,37.475104,-89.252875
IL,Vermilion,40.18674,-87.726772
IL,Wabash,38.445821,-87.839167
IL,Warren,40.850441,-90.620223
IL,Washington,38.353141,-89.417187
IL,Wayne,38.431948,-88.432129
IL,White,38.087372,-88.178585
IL,Whiteside,41.750571,-89.910957
IL,Will,41.448474,-87.978456
IL,Williamson,37.730353,-88.930018
IL,Winnebago,42.337396,-89.161205
IL,Woodford,40.789596,-89.210301
IN,Adams,40.745733,-84.936131
IN,Allen,41.091855,-85.07223
IN,Bartholomew,39.205843,-85.897999
IN,Benton,40.608253,-87.315479
IN,Blackford,40.472672,-85.32373
IN,Boone,40.050892,-86.469014
IN,Brown,39.192585,-86.23941
IN,Carroll,40.58498,-86.565141
IN,Cass,40.753799,-86.355169
IN,Clark,38.476217,-85.711122
IN,Clay,39.393951,-87.115837
IN,Clinton,40.305944,-86.477567
IN,Crawford,38.289433,-86.440871
IN,Daviess,38.696155,-87.076988
IN,Dearborn,39.151491,-84.97346
IN,Decatur,39.30598,-85.499831
IN,DeKalb,41.401189,-85.000185
IN,Delaware,40.227165,-85.398856
IN,Dubois,38.373344,-86.873385
IN,Elkhart,41.600693,-85.863986
IN,Fayette,39.639655,-85.185032
IN,Floyd,38.317937,-85.911474
IN,Fountain,40.121282,-87.234806
IN,Franklin,39.409762,-85.066964
IN,Fulton,41.050384,-86.265006
IN,Gibson,38.317413,-87.580566
IN,Grant,40.515758,-85.654946
IN,Greene,39.0486,-87.005245
IN,Hamilton,40.04987,-86.020586
